UN;Sudan
UN;Ukraine
EU;Moscow
Morgulov;Tokyo
Russia;Tokyo
Morgulov;Tokyo
RT;Tokyo
SS;Tokyo
UN;Tokyo
RIA;EU
UN;Iran
Europe;Kiev
EU;Kiev
AP;Kiev
Ukraine;Geneva
Ukraine;Geneva
Ukraine;GE
Russia;Moscow
SS;Moscow
Senate;UN
Russia;EU
SS;EU
Rivas;RIA
Rivas;RIA
Peskov;Russia
Peskov;Russia
Peskov;AP
Peskov;SS
Malykhin;UN
Obama;UN
Putin;Crimea
UN;Russia
RIA;Russia
Merkel;Russia
Merkel;Russia
GE;Russia
Merkel;SS
Washington;Washington
Washington;RT
Kiev;AP
Kiev;Kiev
Feodosia;Crimea
Obama;Korea
Ukraine;EU
Ukraine;EU
Obama;AP
UN;Kiev
Ukraine;Europe
Ukraine;EU
Russia;Hagel
Russia;Hagel
Russia;GE
SS;Hagel
UN;Ukraine
Alliance;Obama
Alliance;Obama
Malaysia;Obama
Netanyahu;Abbas
Netanyahu;Abbas
Netanyahu;London
Netanyahu;RT
China;UN
Europe;Kiev
EU;Kiev
UN;Kiev
Europe;Kiev
EU;Kiev
Europe;Russia
Europe;Russia
EU;Russia
Europe;SS
Lukashenko;Russia
Lukashenko;SS
Russia;Hagel
Russia;Hagel
Russia;GE
SS;Hagel
Russia;UN
GE;Obama
Rouhani;Pakistan
Moscow;OSCE
Moscow;OSCE
Putin;Colombia
Rogozin;Colombia
Putin;Colombia
Russia;Colombia
Putin;GE
Putin;PLA
Putin;RT
SS;Colombia
Putin;UN
Europe;RT
UN;Ukraine
UN;UN
Putin;King
Putin;PLA
Obama;Japan
Obama;AP
Putin;King
Putin;PLA
Yatsenyuk;RT
Naryshkin;Tokyo
Naryshkin;Tokyo
GE;Tokyo
Rogozin;RIA
Brennan;Kiev
Lavrov;Nicaragua
Brennan;Kiev
Obama;Malaysia
Lavrov;Nicaragua
Lavrov;Nicaragua
Russia;Russia
SS;Russia
Russia;Russia
SS;Russia
RT;Russia
Putin;Ukraine
Putin;Ukraine
Miller;UN
Russia;EU
SS;EU
Pelosi;SS
Pelosi;SS
Obama;King
Obama;Sterling
Obama;Sterling
Obama;RT
Obama;UN
PLA;Sterling
Dong;Xinyu
Dong;Xinyu
Colombia;EU
Europe;Putin
EU;Putin
Europe;Putin
EU;Putin
CIA;RT
Washington;Kiev
Washington;Kiev
CIA;RT
Kharkiv;UN
Kharkiv;UN
Avakov;Odessa
Avakov;SS
Donetsk;Ukraine
Donetsk;Ukraine
Donetsk;EU
Donetsk;Reuters
Donetsk;Ukraine
Donetsk;Ukraine
Donetsk;EU
Donetsk;Reuters
